orcid,predicted_faculties,prediction_confidence
no_orcid_4563,sowi,0.95
no_orcid_4564,sowi,1
no_orcid_4565,agrar,0.95
no_orcid_4577,sowi,0.95
no_orcid_458,mint,0.95
no_orcid_4582,med,0.95
no_orcid_4583,med,0.95
no_orcid_4587,sowi,0.95
no_orcid_459,mint,0.95
no_orcid_4590,agrar,1
no_orcid_4591,med,1
no_orcid_4592,med,1
no_orcid_460,mint,0.95
no_orcid_4602,med,1
no_orcid_4605,phil,0.9
no_orcid_4609,mint,0.95
no_orcid_4617,mint,0.95
no_orcid_4619,sowi,0.95
no_orcid_462,sowi,0.95
no_orcid_4620,sowi,0.95
no_orcid_4626,phil,0.95
no_orcid_463,mint,0.95
no_orcid_4630,phil,1
no_orcid_4631,tech,0.95
no_orcid_4633,med,1
no_orcid_4636,med,1
no_orcid_4637,med,1
no_orcid_4638,med,1
no_orcid_464,mint,1
no_orcid_4640,med,1
no_orcid_4642,mint,0.95
no_orcid_4644,mint,0.95
no_orcid_4645,med,1
no_orcid_4648,mint,0.95
no_orcid_4651,mint,0.95
no_orcid_4653,med,1
no_orcid_4655,med,1
no_orcid_4656,med,1
no_orcid_4657,mint,1
no_orcid_4658,mint,1
no_orcid_4659,mint,1
no_orcid_4666,med,1
no_orcid_4668,mint,1
no_orcid_4669,med,1
no_orcid_4670,med,1
no_orcid_4671,med,1
no_orcid_4672,med,1
no_orcid_4673,med,1
no_orcid_4674,med,1
no_orcid_4675,med,1
no_orcid_4676,med,1
no_orcid_4677,med,1
no_orcid_4678,med,1
no_orcid_4679,med,1
no_orcid_4680,med,1
no_orcid_4681,med,1
no_orcid_4682,med,1
no_orcid_4683,med,1
no_orcid_4684,mint,1
no_orcid_4687,mint,1
no_orcid_4689,mint,0.95
no_orcid_4697,mint,0.95
no_orcid_4698,mint,0.95
no_orcid_4717,sowi,0.95
no_orcid_4718,sowi,0.95
no_orcid_4719,sowi,0.95
no_orcid_4731,med,1
no_orcid_4733,agrar,1
no_orcid_4735,mint,0.95
no_orcid_4738,mint,0.95
no_orcid_4745,mint,1
no_orcid_4749,mint,0.9
no_orcid_4756,agrar,1
no_orcid_4765,agrar,0.95
no_orcid_4766,sowi,0.95
no_orcid_4770,med,1
no_orcid_4775,med,1
no_orcid_4776,med,1
no_orcid_4777,med,1
no_orcid_4778,med,1
no_orcid_4779,med,1
no_orcid_4791,mint,1
no_orcid_4792,mint,1
no_orcid_4794,sowi,0.95
no_orcid_4797,sowi,0.9
no_orcid_4798,sowi,0.95
no_orcid_4800,sowi,0.95
no_orcid_4801,sowi,0.95
no_orcid_4802,sowi,0.95
no_orcid_4807,mint,1
no_orcid_4808,sowi,0.9
no_orcid_4818,med,1
no_orcid_4819,med,1
no_orcid_4820,med,1
no_orcid_4833,sowi,0.95
no_orcid_4834,sowi,0.95
no_orcid_4849,med,1
no_orcid_4853,mint,1
no_orcid_4876,mint,0.95
no_orcid_4883,mint,1
no_orcid_4884,mint,1
no_orcid_4892,phil,0.95
no_orcid_493,sowi,0.95
no_orcid_4930,phil,0.95
no_orcid_494,sowi,0.95
no_orcid_4947,sowi,0.95
no_orcid_4948,med,0.95
no_orcid_495,sowi,0.95
no_orcid_4956,mint,0.95
no_orcid_4958,sowi,0.95
no_orcid_4960,mint,0.95
no_orcid_4961,sowi,0.95
no_orcid_4962,sowi,0.95
no_orcid_4967,sowi,1
no_orcid_4969,NA,NA
no_orcid_4972,mint,0.95
no_orcid_4973,mint,0.95
no_orcid_4974,agrar,0.95
no_orcid_4978,sowi,1
no_orcid_4979,sowi,1
no_orcid_4980,sowi,0.95
no_orcid_4989,med,1
no_orcid_4993,mint,1
no_orcid_4996,sowi,0.95
no_orcid_500,phil,0.95
no_orcid_5000,med,1
no_orcid_501,med,1
no_orcid_5015,NA,NA
no_orcid_5019,med,1
no_orcid_5020,med,1
no_orcid_5021,med,1
no_orcid_5022,med,1
no_orcid_5023,med,1
no_orcid_5024,med,1
no_orcid_5025,mint,0.95
no_orcid_5030,med,1
no_orcid_5031,NA,NA
no_orcid_5032,sowi,0.95
no_orcid_5033,mint,1
no_orcid_5036,med,0.95
no_orcid_504,med,0.95
no_orcid_505,med,0.95
no_orcid_506,med,0.95
no_orcid_5064,tech,0.95
no_orcid_5072,med,1
no_orcid_5074,sowi,0.95
no_orcid_5081,agrar,0.95
no_orcid_5082,agrar,0.95
no_orcid_5084,mint,1
no_orcid_5086,med,1
no_orcid_5094,med,0.95
no_orcid_51,sowi,0.9
no_orcid_510,mint,0.95
no_orcid_5100,sowi,0.95
no_orcid_512,mint,1
no_orcid_5124,sowi,0.95
no_orcid_5125,mint,0.95
no_orcid_5126,mint,0.95
no_orcid_5127,med,1
no_orcid_5128,sowi,0.95
no_orcid_5136,mint,1
no_orcid_5138,mint,0.95
no_orcid_5139,mint,0.95
no_orcid_514,agrar,1
no_orcid_5140,med,1
no_orcid_5141,med,1
no_orcid_5144,jura,1
no_orcid_5145,sowi,0.95
no_orcid_5146,med,1
no_orcid_515,agrar,1
no_orcid_5155,sowi,0.95
no_orcid_5159,med,1
no_orcid_517,mint,0.95
no_orcid_5177,med,1
no_orcid_518,tech,1
no_orcid_5187,mint,1
no_orcid_5189,med,1
no_orcid_519,tech,1
no_orcid_5190,med,1
no_orcid_5191,med,1
no_orcid_5192,med,1
no_orcid_5197,mint,0.95
no_orcid_5205,mint,0.95
no_orcid_5210,mint,1
no_orcid_5215,agrar,0.95
no_orcid_523,mint,1
no_orcid_524,mint,1
no_orcid_5283,sowi,0.95
no_orcid_5284,sowi,0.95
no_orcid_5291,phil,0.95
no_orcid_5295,sowi,0.95
no_orcid_5298,agrar,0.95
no_orcid_5299,mint,0.95
no_orcid_5301,agrar,0.95
no_orcid_5302,med,1
no_orcid_5303,med,1
no_orcid_5304,med,1
no_orcid_5305,med,1
no_orcid_5312,med,1
no_orcid_5314,med,1
no_orcid_5318,agrar,1
no_orcid_5319,sowi,1
no_orcid_532,mint,0.95
no_orcid_5320,med,0.95
no_orcid_533,mint,0.95
no_orcid_534,mint,0.95
no_orcid_5343,agrar,0.95
no_orcid_5344,mint,0.95
no_orcid_5347,tech,1
no_orcid_535,mint,0.95
no_orcid_5355,phil,0.95
no_orcid_5360,mint,0.95
no_orcid_5363,tech,0.95
no_orcid_5364,sowi,0.95
no_orcid_5365,sowi,0.95
no_orcid_5378,sowi,1
no_orcid_5379,sowi,0.95
no_orcid_538,mint,1
no_orcid_5393,agrar,1
no_orcid_5395,phil,1
no_orcid_5396,sowi,0.95
no_orcid_5397,sowi,1
no_orcid_5398,phil,0.95
no_orcid_54,sowi,0.9
no_orcid_540,med,0.95
no_orcid_5407,mint,0.95
no_orcid_541,med,0.95
no_orcid_5416,sowi,1
no_orcid_542,med,0.95
no_orcid_5420,mint,0.95
no_orcid_5421,mint,0.95
no_orcid_5423,sowi,0.95
no_orcid_5427,phil,0.5
no_orcid_543,med,1
no_orcid_5432,med,1
no_orcid_547,med,1
no_orcid_548,med,1
no_orcid_5485,med,0.95
no_orcid_549,med,1
no_orcid_5490,agrar,0.95
no_orcid_5492,mint,0.95
no_orcid_5493,mint,0.95
no_orcid_55,med,1
no_orcid_550,med,1
no_orcid_551,med,1
no_orcid_552,med,1
no_orcid_5524,sowi,0.9
no_orcid_5529,jura,1
no_orcid_553,med,1
no_orcid_5534,mint,0.95
no_orcid_5535,mint,0.95
no_orcid_5536,mint,0.95
no_orcid_554,med,1
no_orcid_555,mint,0.95
no_orcid_5551,med,0.95
no_orcid_5552,med,0.95
no_orcid_5554,med,1
no_orcid_5556,mint,0.95
no_orcid_5557,mint,0.95
no_orcid_5558,mint,1
no_orcid_5564,phil,1
no_orcid_5569,sowi,1
no_orcid_5578,med,1
no_orcid_5579,med,1
no_orcid_558,med,1
no_orcid_5580,med,1
no_orcid_5581,med,1
no_orcid_5584,mint,0.95
no_orcid_5585,phil,1
no_orcid_5587,phil,0.95
no_orcid_5593,mint,0.95
no_orcid_5596,mint,0.95
no_orcid_5597,med,1
no_orcid_5599,phil,0.95
no_orcid_5611,med,1
no_orcid_5616,med,1
no_orcid_5628,mint,0.95
no_orcid_5629,mint,0.95
no_orcid_5632,med,1
no_orcid_5633,sowi,0.9
no_orcid_5634,sowi,0.95
no_orcid_565,sowi,0.9
no_orcid_5656,phil,0.9
no_orcid_5658,med,1
no_orcid_566,sowi,0.9
no_orcid_5660,jura,0.95
no_orcid_5661,mint,0.95
no_orcid_5662,mint,0.95
no_orcid_5665,mint,0.95
no_orcid_567,med,1
no_orcid_5671,sowi,1
no_orcid_5673,sowi,1
no_orcid_5674,sowi,0.95
no_orcid_5676,agrar,1
no_orcid_5679,mint,1
no_orcid_568,med,1
no_orcid_569,med,1
no_orcid_570,med,1
no_orcid_5717,phil,1
no_orcid_5718,mint,0.95
no_orcid_572,med,1
no_orcid_573,med,1
no_orcid_574,sowi,0.95
no_orcid_575,sowi,0.9
no_orcid_5756,sowi,0.95
no_orcid_5766,tech,0.95
no_orcid_5779,sowi,0.95
no_orcid_5780,sowi,0.95
no_orcid_5793,mint,1
no_orcid_5794,mint,1
no_orcid_5799,sowi,0.95
no_orcid_5800,mint,0.95
no_orcid_5815,med,1
no_orcid_5822,mint,0.95
no_orcid_5825,agrar,0.95
no_orcid_5826,sowi,0.95
no_orcid_5829,mint,0.95
no_orcid_5837,mint,1
no_orcid_584,med,1
no_orcid_5840,med,1
no_orcid_5844,sowi,0.95
no_orcid_5851,mint,0.95
no_orcid_586,mint,0.95
no_orcid_5864,sowi,0.95
no_orcid_588,sowi,1
no_orcid_5881,mint,0.95
no_orcid_589,sowi,0.95
no_orcid_5890,sowi,0.95
no_orcid_5891,sowi,0.95
no_orcid_5896,phil,0.95
no_orcid_5900,agrar,0.95
no_orcid_5901,agrar,0.95
no_orcid_5906,sowi,0.95
no_orcid_591,mint,1
no_orcid_5911,sowi,1
no_orcid_5912,sowi,1
no_orcid_5913,phil,0.95
no_orcid_5922,phil,0.95
no_orcid_593,med,1
no_orcid_5948,mint,1
no_orcid_5949,sowi,1
no_orcid_595,med,1
no_orcid_5952,mint,1
no_orcid_5953,mint,1
no_orcid_5957,sowi,0.95
no_orcid_596,med,1
no_orcid_5964,med,1
no_orcid_5965,med,1
no_orcid_5966,med,1
no_orcid_598,mint,0.95
no_orcid_5989,sowi,0.95
no_orcid_5995,med,1
no_orcid_5996,med,0.95
no_orcid_5997,sowi,1
no_orcid_60,agrar,0.9
no_orcid_600,mint,1
no_orcid_6004,phil,0.95
no_orcid_6005,sowi,0.95
no_orcid_6006,sowi,0.95
no_orcid_601,mint,0.95
no_orcid_6015,mint,1
no_orcid_6022,sowi,1
no_orcid_6023,phil,0.95
no_orcid_603,mint,1
no_orcid_6031,med,1
no_orcid_6033,mint,0.95
no_orcid_6036,mint,0.95
no_orcid_6037,sowi,0.95
no_orcid_6047,med,0.95
no_orcid_6048,med,0.95
no_orcid_6049,sowi,1
no_orcid_605,mint,1
no_orcid_6050,phil,1
no_orcid_6051,mint,0.95
no_orcid_6052,jura,1
no_orcid_6062,med,1
no_orcid_6070,med,1
no_orcid_6071,med,1
no_orcid_6072,med,1
no_orcid_6073,med,1
no_orcid_6074,med,1
no_orcid_6078,sowi,0.95
no_orcid_608,mint,1
no_orcid_6084,sowi,0.95
no_orcid_6089,med,1
no_orcid_609,mint,0.95
no_orcid_6096,mint,0.95
no_orcid_6099,mint,0.95
no_orcid_61,mint,0.95
no_orcid_6111,sowi,0.95
no_orcid_6114,sowi,0.95
no_orcid_6117,sowi,1
no_orcid_612,phil,0.85
no_orcid_6137,mint,1
no_orcid_6138,mint,0.95
no_orcid_6140,sowi,0.95
no_orcid_6142,mint,0.95
no_orcid_615,sowi,0.95
no_orcid_6159,mint,0.95
no_orcid_6160,mint,0.95
no_orcid_6163,mint,1
no_orcid_6164,agrar,1
no_orcid_6165,med,1
no_orcid_6166,med,1
no_orcid_6168,agrar,0.95
no_orcid_617,sowi,0.9
no_orcid_6172,mint,1
no_orcid_6174,mint,0.95
no_orcid_6178,mint,0.95
no_orcid_618,phil,0.98
no_orcid_621,mint,0.9
no_orcid_6228,mint,0.95
no_orcid_6230,phil,0.95
no_orcid_6240,mint,0.95
no_orcid_6248,mint,1
no_orcid_6249,mint,1
no_orcid_6250,mint,1
no_orcid_6262,mint,1
no_orcid_6267,agrar,1
no_orcid_628,sowi,1
no_orcid_6283,jura,1
no_orcid_6287,med,1
no_orcid_6289,sowi,0.95
no_orcid_629,sowi,0.95
no_orcid_6297,phil,0.95
no_orcid_630,mint,0.95
no_orcid_6300,sowi,0.9
no_orcid_6301,sowi,0.95
no_orcid_631,med,1
no_orcid_6316,mint,0.95
no_orcid_6319,agrar,0.95
no_orcid_632,med,1
no_orcid_6320,sowi,0.95
no_orcid_6321,sowi,0.95
no_orcid_6325,mint,0.95
no_orcid_6329,mint,0.95
no_orcid_633,med,1
no_orcid_6330,mint,1
no_orcid_6331,mint,1
no_orcid_6335,mint,1
no_orcid_634,med,1
no_orcid_635,med,1
no_orcid_6354,med,0.95
no_orcid_636,med,1
no_orcid_6360,sowi,0.95
no_orcid_6362,med,1
no_orcid_6363,med,1
no_orcid_637,med,1
no_orcid_6373,med,0.95
no_orcid_638,med,1
no_orcid_6389,med,1
no_orcid_639,med,0.95
no_orcid_6391,mint,0.95
no_orcid_6393,sowi,0.95
no_orcid_6394,med,1
no_orcid_6398,jura,0.95
no_orcid_640,med,0.95
no_orcid_6404,mint,1
no_orcid_6407,sowi,0.95
no_orcid_641,med,1
no_orcid_6417,sowi,0.95
no_orcid_6419,sowi,0.95
no_orcid_642,med,1
no_orcid_6420,mint,0.95
no_orcid_6422,sowi,0.95
no_orcid_6423,sowi,1
no_orcid_6424,sowi,0.95
no_orcid_6425,phil,0.95
no_orcid_643,med,1
no_orcid_644,med,1
no_orcid_6446,phil,0.95
no_orcid_645,med,0.95
no_orcid_6452,mint,0.95
no_orcid_6453,mint,0.9
no_orcid_6458,sowi,0.95
no_orcid_6465,sowi,0.95
no_orcid_648,mint,1
no_orcid_649,med,1
no_orcid_6490,mint,1
no_orcid_65,med,1
no_orcid_650,med,1
no_orcid_6500,med,1
no_orcid_6501,med,1
no_orcid_6507,phil,0.95
no_orcid_6509,mint,0.95
no_orcid_651,med,1
no_orcid_652,med,1
no_orcid_653,med,1
no_orcid_6535,med,1
no_orcid_6536,med,1
no_orcid_654,med,1
no_orcid_6542,agrar,0.95
no_orcid_655,med,1
no_orcid_6550,mint,0.95
no_orcid_6551,mint,1
no_orcid_6552,mint,1
no_orcid_6556,mint,0.95
no_orcid_6557,mint,1
no_orcid_6558,mint,0.95
no_orcid_656,med,1
no_orcid_6560,mint,0.95
no_orcid_6561,mint,0.95
no_orcid_6565,mint,0.95
no_orcid_6570,mint,1
no_orcid_6571,mint,1
no_orcid_6587,mint,1
no_orcid_6589,med,1
no_orcid_659,agrar,1
no_orcid_6590,med,1
no_orcid_6591,med,1
no_orcid_6599,mint,0.95
no_orcid_6600,agrar,0.95
no_orcid_6606,med,0.95
no_orcid_662,mint,1
no_orcid_663,med,1
no_orcid_664,med,1
no_orcid_6640,mint,1
no_orcid_6647,sowi,0.95
no_orcid_6648,mint,1
no_orcid_665,med,1
no_orcid_6654,mint,1
no_orcid_6659,med,1
no_orcid_666,med,1
no_orcid_6668,sowi,1
no_orcid_6669,mint,0.95
no_orcid_667,med,1
no_orcid_6670,mint,0.95
no_orcid_668,med,1
no_orcid_669,med,1
no_orcid_67,med,1
no_orcid_670,sowi,0.95
no_orcid_6706,phil,0.95
no_orcid_6708,med,1
no_orcid_6709,med,1
no_orcid_6720,agrar,0.95
no_orcid_6728,med,1
no_orcid_6729,mint,1
no_orcid_673,med,1
no_orcid_6730,sowi,0.95
no_orcid_6732,mint,1
no_orcid_6736,sowi,0.95
no_orcid_6737,sowi,0.95
no_orcid_674,med,1
no_orcid_675,med,1
no_orcid_6758,med,0.9
no_orcid_676,med,1
no_orcid_6767,med,1
no_orcid_677,med,1
no_orcid_6775,sowi,0.95
no_orcid_6777,sowi,0.95
no_orcid_6778,sowi,0.95
no_orcid_6779,phil,0.95
no_orcid_678,med,1
no_orcid_6784,jura,0.95
no_orcid_6786,med,1
no_orcid_6794,mint,0.85
no_orcid_68,med,1
no_orcid_6805,med,1
no_orcid_6806,med,1
no_orcid_6808,med,1
no_orcid_6809,med,1
no_orcid_6823,med,1
no_orcid_6824,med,1
no_orcid_6828,med,1
no_orcid_6829,med,1
no_orcid_683,med,1
no_orcid_6830,med,1
no_orcid_6839,med,1
no_orcid_6840,med,1
no_orcid_6841,med,1
no_orcid_6847,med,1
no_orcid_6848,med,1
no_orcid_6852,med,1
no_orcid_6860,med,1
no_orcid_6861,med,1
no_orcid_6862,med,1
no_orcid_6863,med,1
no_orcid_6869,agrar,1
no_orcid_6876,mint,1
no_orcid_6879,mint,1
no_orcid_688,sowi,0.9
no_orcid_6882,mint,1
no_orcid_6885,med,1
no_orcid_6886,med,1
no_orcid_6887,med,1
no_orcid_6888,med,1
no_orcid_6889,med,1
no_orcid_689,med,1
no_orcid_690,sowi,0.95
no_orcid_6902,med,1
no_orcid_6911,sowi,0.95
no_orcid_6919,med,1
no_orcid_6920,med,1
no_orcid_6921,med,1
no_orcid_693,mint,1
no_orcid_6936,mint,1
no_orcid_6937,mint,0.95
no_orcid_6938,mint,0.95
no_orcid_694,mint,1
no_orcid_695,mint,1
no_orcid_6957,mint,1
no_orcid_6964,agrar,1
no_orcid_6968,sowi,0.95
no_orcid_6969,jura,1
no_orcid_6973,phil,0.95
no_orcid_6975,sowi,0.95
no_orcid_6976,phil,0.95
no_orcid_6977,med,0.95
no_orcid_6981,mint,1
no_orcid_6982,sowi,0.95
no_orcid_6987,sowi,0.95
no_orcid_6988,sowi,0.95
no_orcid_699,mint,1
no_orcid_6990,mint,1
no_orcid_6991,phil,0.95
no_orcid_7004,sowi,0.95
no_orcid_7005,med,1
no_orcid_7006,mint,0.95
no_orcid_7007,mint,0.95
no_orcid_7021,med,1
no_orcid_7022,med,1
no_orcid_7023,sowi,0.95
no_orcid_7024,sowi,0.95
no_orcid_7028,agrar,0.95
no_orcid_7034,mint,1
no_orcid_7035,mint,1
no_orcid_7036,mint,1
no_orcid_7037,mint,1
no_orcid_7038,mint,1
no_orcid_7044,med,1
no_orcid_7055,med,1
no_orcid_7067,sowi,0.95
no_orcid_7069,mint,1
no_orcid_707,mint,1
no_orcid_7072,phil,0.95
no_orcid_7073,mint,0.95
no_orcid_7075,sowi,0.95
no_orcid_708,mint,1
no_orcid_7080,mint,0.85
no_orcid_7089,med,1
no_orcid_7090,med,1
no_orcid_71,mint,0.95
no_orcid_711,mint,1
no_orcid_7110,mint,0.95
no_orcid_7124,med,1
no_orcid_7126,med,0.95
no_orcid_714,mint,0.95
no_orcid_7147,mint,1
no_orcid_7151,sowi,0.95
no_orcid_7158,med,1
no_orcid_7160,mint,0.95
no_orcid_7162,agrar,0.95
no_orcid_717,sowi,1
no_orcid_7175,mint,0.95
no_orcid_7176,mint,0.95
no_orcid_718,sowi,0.95
no_orcid_7184,sowi,0.95
no_orcid_7187,mint,1
no_orcid_7188,mint,1
no_orcid_7189,med,0.95
no_orcid_719,mint,0.95
no_orcid_7191,mint,0.95
no_orcid_7192,phil,0.95
no_orcid_7193,mint,1
no_orcid_7194,sowi,0.95
no_orcid_7211,mint,1
no_orcid_7221,med,1
no_orcid_7226,med,1
no_orcid_7227,med,1
no_orcid_7228,med,1
no_orcid_7229,med,1
no_orcid_723,mint,1
no_orcid_7238,mint,0.9
no_orcid_7241,mint,0.9
no_orcid_7254,mint,0.95
no_orcid_7259,med,1
no_orcid_726,phil,0.95
no_orcid_7260,med,1
no_orcid_7261,med,1
no_orcid_7267,sowi,0.95
no_orcid_727,phil,0.95
no_orcid_7275,sowi,0.9
no_orcid_7278,mint,1
no_orcid_73,med,0.95
no_orcid_730,mint,0.95
no_orcid_731,med,0.95
no_orcid_7329,mint,0.95
no_orcid_7333,mint,0.95
no_orcid_7345,sowi,0.95
no_orcid_735,mint,0.95
no_orcid_7355,med,1
no_orcid_7364,mint,1
no_orcid_7371,agrar,0.95
no_orcid_7376,med,1
no_orcid_7379,med,1
no_orcid_7380,med,1
no_orcid_7381,sowi,0.95
no_orcid_7385,sowi,0.85
no_orcid_7386,tech,0.95
no_orcid_7387,tech,0.95
no_orcid_74,med,1
no_orcid_740,med,1
no_orcid_7401,sowi,0.95
no_orcid_7407,agrar,1
no_orcid_741,med,1
no_orcid_7412,mint,1
no_orcid_7413,phil,0.95
no_orcid_7414,sowi,0.95
no_orcid_742,sowi,0.95
no_orcid_7422,sowi,0.95
no_orcid_7423,mint,0.95
no_orcid_7425,mint,1
no_orcid_7426,mint,1
no_orcid_743,mint,0.95
no_orcid_7430,med,1
no_orcid_7441,jura,1
no_orcid_7443,sowi,0.95
no_orcid_7447,med,1
no_orcid_745,mint,0.95
no_orcid_7452,phil,0.95
no_orcid_7457,mint,1
no_orcid_7477,sowi,0.95
no_orcid_7482,med,1
no_orcid_7483,phil,0.95
no_orcid_7485,agrar,0.95
no_orcid_7495,phil,1
no_orcid_7500,phil,0.95
no_orcid_7503,med,1
no_orcid_7506,sowi,0.95
no_orcid_7509,agrar,0.95
no_orcid_751,med,1
no_orcid_7517,sowi,1
no_orcid_7519,sowi,0.95
no_orcid_752,med,1
no_orcid_7521,med,1
no_orcid_7523,mint,0.95
no_orcid_7537,sowi,0.95
no_orcid_7540,mint,0.95
no_orcid_7544,mint,0.95
no_orcid_7546,sowi,0.95
no_orcid_7547,sowi,1
no_orcid_7551,agrar,0.95
no_orcid_7552,sowi,0.95
no_orcid_7553,med,1
no_orcid_7554,med,1
no_orcid_7555,med,1
no_orcid_7561,mint,1
no_orcid_7562,mint,1
no_orcid_7564,mint,1
no_orcid_7565,med,1
no_orcid_7566,tech,1
no_orcid_7567,sowi,0.95
no_orcid_7572,sowi,0.95
no_orcid_7583,sowi,0.95
no_orcid_7596,sowi,0.95
no_orcid_7598,mint,1
no_orcid_7599,mint,1
no_orcid_7614,sowi,0.95
no_orcid_7644,mint,0.95
no_orcid_7659,sowi,0.95
no_orcid_7662,mint,0.95
no_orcid_7663,phil,0.95
no_orcid_7666,sowi,0.95
no_orcid_7671,mint,0.9
no_orcid_7675,sowi,0.95
no_orcid_7676,sowi,0.95
no_orcid_7678,sowi,0.95
no_orcid_7681,med,1
no_orcid_7683,phil,0.95
no_orcid_7684,mint,0.95
no_orcid_7686,jura,1
no_orcid_7687,jura,1
no_orcid_7688,sowi,0.95
no_orcid_7691,mint,0.9
no_orcid_770,agrar,0.95
no_orcid_771,sowi,0.95
no_orcid_7710,mint,0.85
no_orcid_772,med,1
no_orcid_7722,med,1
no_orcid_7736,mint,0.95
no_orcid_774,med,1
no_orcid_7740,med,1
no_orcid_7743,med,1
no_orcid_7755,med,1
no_orcid_7756,mint,0.95
no_orcid_7758,med,1
no_orcid_7759,mint,0.95
no_orcid_7761,med,1
no_orcid_7769,med,1
no_orcid_777,sowi,0.95
no_orcid_7770,med,1
no_orcid_7771,med,1
no_orcid_7773,mint,0.95
no_orcid_778,mint,0.95
no_orcid_7785,mint,1
no_orcid_7786,mint,1
no_orcid_779,jura,1
no_orcid_7793,med,1
no_orcid_7794,med,1
no_orcid_7797,med,0.95
no_orcid_780,phil,0.95
no_orcid_7806,med,1
no_orcid_781,mint,1
no_orcid_7816,agrar,1
no_orcid_782,mint,0.95
no_orcid_787,mint,1
no_orcid_7885,mint,1
no_orcid_7888,mint,0.95
no_orcid_7890,phil,1
no_orcid_7891,med,1
no_orcid_7892,med,1
no_orcid_79,mint,1
no_orcid_790,sowi,0.95
no_orcid_7917,agrar,0.95
no_orcid_7925,mint,0.95
no_orcid_7927,mint,0.95
no_orcid_796,med,0.95
no_orcid_797,med,0.95
no_orcid_7971,sowi,0.95
no_orcid_7972,sowi,0.9
no_orcid_7973,mint,0.95
no_orcid_7974,med,1
no_orcid_798,med,0.95
no_orcid_7985,med,1
no_orcid_7986,agrar,0.95
no_orcid_7987,agrar,0.95
no_orcid_7988,agrar,0.95
no_orcid_799,med,0.95
no_orcid_8,mint,0.95
no_orcid_80,mint,1
no_orcid_800,med,0.95
no_orcid_8002,med,1
no_orcid_801,mint,0.95
no_orcid_8011,agrar,1
no_orcid_802,mint,0.95
no_orcid_8023,mint,1
no_orcid_8024,mint,1
no_orcid_8025,mint,1
no_orcid_8026,mint,1
no_orcid_8027,mint,1
no_orcid_8028,mint,0.95
no_orcid_8029,mint,1
no_orcid_8030,mint,1
no_orcid_8031,mint,0.95
no_orcid_8032,mint,1
no_orcid_8033,mint,0.95
no_orcid_8034,mint,1
no_orcid_8035,mint,1
no_orcid_8036,mint,1
no_orcid_8037,mint,1
no_orcid_8038,mint,1
no_orcid_8050,mint,1
no_orcid_8051,mint,1
no_orcid_8058,med,1
no_orcid_8065,med,1
no_orcid_8079,mint,1
no_orcid_808,sowi,0.9
no_orcid_8084,mint,0.95
no_orcid_809,mint,0.95
no_orcid_8096,med,1
no_orcid_8097,sowi,0.9
no_orcid_8099,mint,1
no_orcid_810,mint,1
no_orcid_8100,mint,1
no_orcid_8101,sowi,0.9
no_orcid_8102,sowi,0.9
no_orcid_8104,sowi,0.9
no_orcid_8105,sowi,0.9
no_orcid_8106,sowi,0.9
no_orcid_8107,sowi,0.9
no_orcid_811,mint,0.95
no_orcid_8110,sowi,0.9
no_orcid_8113,sowi,0.9
no_orcid_8114,sowi,0.9
no_orcid_8115,sowi,0.9
no_orcid_8116,sowi,0.9
no_orcid_8117,sowi,0.9
no_orcid_8118,sowi,0.9
no_orcid_8119,mint,1
no_orcid_812,mint,0.9
no_orcid_8120,sowi,0.9
no_orcid_8156,mint,0.95
no_orcid_8157,tech,1
no_orcid_8169,mint,0.95
no_orcid_8174,mint,0.95
no_orcid_8175,med,1
no_orcid_8176,med,1
no_orcid_8177,agrar,1
no_orcid_8182,sowi,0.95
no_orcid_8184,sowi,0.95
no_orcid_8188,sowi,0.95
no_orcid_8190,sowi,0.95
no_orcid_8191,sowi,0.95
no_orcid_8192,mint,1
no_orcid_8195,mint,0.95
no_orcid_82,med,1
no_orcid_8200,med,1
no_orcid_8201,med,1
no_orcid_8202,phil,1
no_orcid_8219,sowi,0.95
no_orcid_822,med,1
no_orcid_8226,mint,0.95
no_orcid_823,med,1
no_orcid_824,med,1
no_orcid_8240,mint,1
no_orcid_8243,tech,0.95
no_orcid_825,med,1
no_orcid_8250,phil,0.95
no_orcid_8255,mint,0.95
no_orcid_826,med,1
no_orcid_8260,med,1
no_orcid_8261,agrar,0.95
no_orcid_8262,mint,0.95
no_orcid_8265,mint,1
no_orcid_827,med,1
no_orcid_8270,mint,1
no_orcid_828,mint,1
no_orcid_8284,med,1
no_orcid_8285,med,1
no_orcid_829,mint,1
no_orcid_8293,agrar,1
no_orcid_83,med,1
no_orcid_830,mint,0.95
no_orcid_8309,med,1
no_orcid_8327,agrar,0.95
no_orcid_8343,med,0.95
no_orcid_8354,mint,0.95
no_orcid_8358,med,1
no_orcid_8365,med,1
no_orcid_8366,sowi,0.95
no_orcid_8367,med,1
no_orcid_8368,med,1
no_orcid_837,mint,0.95
no_orcid_8381,mint,1
no_orcid_8388,mint,0.95
no_orcid_839,sowi,0.95
no_orcid_8390,mint,0.95
no_orcid_8392,phil,0.95
no_orcid_8393,sowi,0.9
no_orcid_840,sowi,0.95
no_orcid_8401,sowi,0.95
no_orcid_8403,sowi,1
no_orcid_8404,med,1
no_orcid_8405,sowi,0.5
no_orcid_8406,sowi,0.5
no_orcid_8408,mint,0.95
no_orcid_8409,sowi,0.95
no_orcid_841,sowi,0.95
no_orcid_8419,sowi,0.95
no_orcid_842,med,1
